1,white,c1
2,white,c2
3,white,c3
4,white,c4
5,white,c5
6,white,c6
7,white,c7
8,white,d1
9,white,d2
10,white,d3
1,black,c1#
2,black,c2#
4,black,c4#
5,black,c5#
6,black,c6#
8,black,d1#
9,black,d2#
